onset	duration	trial_type	taskName	trialType	trialDur	response_time	blockNum	setSize	possCorr	boldRun	condition	numCorr	numErr	numTrial	respMade	runNum	startTRreal	startTime	startTimeReal	timeOfTR
6.002894975	5.0	Instruct	instruct	n/a	5.0	n/a	n/a	n/a	n/a	6	n/a	n/a	n/a	0.0	n/a	n/a	n/a	n/a	n/a	n/a
11.002894975	2.0	WordRead	verbGeneration	2.0	1.6	n/a	1.0	n/a	n/a	6	n/a	n/a	n/a	1.0	n/a	64.0	12.0	0.0	0.000376975	-0.003737313
13.002878	2.0	WordRead	verbGeneration	2.0	1.6	n/a	1.0	n/a	n/a	6	n/a	n/a	n/a	2.0	n/a	64.0	14.0	2.0	2.00036	1.994941
15.002788	2.0	WordRead	verbGeneration	2.0	1.6	n/a	1.0	n/a	n/a	6	n/a	n/a	n/a	3.0	n/a	64.0	16.0	4.0	4.00027	3.994934
17.002658	2.0	WordRead	verbGeneration	2.0	1.6	n/a	1.0	n/a	n/a	6	n/a	n/a	n/a	4.0	n/a	64.0	18.0	6.0	6.00014	5.99342
19.003258	2.0	WordRead	verbGeneration	2.0	1.6	n/a	1.0	n/a	n/a	6	n/a	n/a	n/a	5.0	n/a	64.0	20.0	8.0	8.000739999999999	7.993848
21.004118	2.0	WordRead	verbGeneration	2.0	1.6	n/a	1.0	n/a	n/a	6	n/a	n/a	n/a	6.0	n/a	64.0	22.0	10.0	10.0016	9.995822
23.003518	2.0	WordRead	verbGeneration	2.0	1.6	n/a	1.0	n/a	n/a	6	n/a	n/a	n/a	7.0	n/a	64.0	24.0	12.0	12.001	11.99383
25.004018	2.0	WordRead	verbGeneration	2.0	1.6	n/a	1.0	n/a	n/a	6	n/a	n/a	n/a	8.0	n/a	64.0	26.0	14.0	14.0015	13.995029999999998
27.003118	2.0	VerbGen	verbGeneration	1.0	1.6	n/a	1.0	n/a	n/a	6	n/a	n/a	n/a	9.0	n/a	64.0	28.0	16.0	16.0006	15.99375
29.003418000000003	2.0	VerbGen	verbGeneration	1.0	1.6	n/a	1.0	n/a	n/a	6	n/a	n/a	n/a	10.0	n/a	64.0	30.0	18.0	18.0009	17.99394
31.003218	2.0	VerbGen	verbGeneration	1.0	1.6	n/a	1.0	n/a	n/a	6	n/a	n/a	n/a	11.0	n/a	64.0	32.0	20.0	20.0007	19.99529
33.004618	2.0	VerbGen	verbGeneration	1.0	1.6	n/a	1.0	n/a	n/a	6	n/a	n/a	n/a	12.0	n/a	64.0	34.0	22.0	22.0021	21.99449
35.003118	2.0	VerbGen	verbGeneration	1.0	1.6	n/a	1.0	n/a	n/a	6	n/a	n/a	n/a	13.0	n/a	64.0	36.0	24.0	24.0006	23.99352
37.004818	2.0	VerbGen	verbGeneration	1.0	1.6	n/a	1.0	n/a	n/a	6	n/a	n/a	n/a	14.0	n/a	64.0	38.0	26.0	26.0023	25.99501
39.003417999999996	2.0	VerbGen	verbGeneration	1.0	1.6	n/a	1.0	n/a	n/a	6	n/a	n/a	n/a	15.0	n/a	64.0	40.0	28.0	28.0009	27.99375
41.260440900000006	5.0	Instruct	instruct	n/a	5.0	n/a	n/a	n/a	n/a	6	n/a	n/a	n/a	0.0	n/a	n/a	n/a	n/a	n/a	n/a
46.260440900000006	2.0	SadFaces	emotional	1.0	1.6	0.93289	2.0	n/a	n/a	6	n/a	1.0	0.0	1.0	1.0	64.0	47.0	0.0	0.0132709	-0.005536435
48.24870000000001	2.0	SadFaces	emotional	1.0	1.6	0.72572	2.0	n/a	n/a	6	n/a	1.0	0.0	2.0	1.0	64.0	49.0	2.0	2.00153	1.994886
50.24855	2.0	SadFaces	emotional	1.0	1.6	0.83305	2.0	n/a	n/a	6	n/a	1.0	0.0	3.0	1.0	64.0	51.0	4.0	4.00138	3.994207
52.24744000000001	2.0	HappyFaces	emotional	2.0	1.6	0.7477699999999999	2.0	n/a	n/a	6	n/a	1.0	0.0	4.0	1.0	64.0	53.0	6.0	6.00027	5.994778
54.24759	2.0	SadFaces	emotional	1.0	1.6	1.0278	2.0	n/a	n/a	6	n/a	1.0	0.0	5.0	1.0	64.0	55.0	8.0	8.00042	7.994697
56.24887	2.0	HappyFaces	emotional	2.0	1.6	1.5559	2.0	n/a	n/a	6	n/a	1.0	0.0	6.0	1.0	64.0	57.0	10.0	10.0017	9.993386
58.24957000000001	2.0	HappyFaces	emotional	2.0	1.6	0.75527	2.0	n/a	n/a	6	n/a	1.0	0.0	7.0	1.0	64.0	59.0	12.0	12.0024	11.99328
60.247870000000006	2.0	HappyFaces	emotional	2.0	1.6	1.4187	2.0	n/a	n/a	6	n/a	1.0	0.0	8.0	1.0	64.0	61.0	14.0	14.0007	13.99358
62.247569999999996	2.0	SadFaces	emotional	1.0	1.6	0.56429	2.0	n/a	n/a	6	n/a	1.0	0.0	9.0	1.0	64.0	63.0	16.0	16.0004	15.99445
64.24866999999999	2.0	HappyFaces	emotional	2.0	1.6	0.65269	2.0	n/a	n/a	6	n/a	1.0	0.0	10.0	1.0	64.0	65.0	18.0	18.0015	17.99286
66.24727	2.0	SadFaces	emotional	1.0	1.6	0.6633600000000001	2.0	n/a	n/a	6	n/a	1.0	0.0	11.0	1.0	64.0	67.0	20.0	20.0001	19.99314
68.24736999999999	2.0	SadFaces	emotional	1.0	1.6	0.6242300000000001	2.0	n/a	n/a	6	n/a	1.0	0.0	12.0	1.0	64.0	69.0	22.0	22.0002	21.99308
70.24757	2.0	HappyFaces	emotional	2.0	1.6	0.9134	2.0	n/a	n/a	6	n/a	1.0	0.0	13.0	1.0	64.0	71.0	24.0	24.0004	23.99339
72.24857	2.0	HappyFaces	emotional	2.0	1.6	0.8172	2.0	n/a	n/a	6	n/a	1.0	0.0	14.0	1.0	64.0	73.0	26.0	26.0014	25.99338
74.24887000000003	2.0	SadFaces	emotional	1.0	1.6	0.62389	2.0	n/a	n/a	6	n/a	1.0	0.0	15.0	1.0	64.0	75.0	28.0	28.0017	27.99425
76.16518155	5.0	Instruct	instruct	n/a	5.0	n/a	n/a	n/a	n/a	6	n/a	n/a	n/a	0.0	n/a	n/a	n/a	n/a	n/a	n/a
81.16518155	15.0	VideoActions	actionObservation	1.0	14.0	n/a	3.0	n/a	n/a	6	knotActionMagnate.mov  	n/a	n/a	1.0	n/a	64.0	82.0	0.0	0.00311155	-0.1044113
96.22247	15.0	VideoKnots	actionObservation	2.0	14.0	n/a	3.0	n/a	n/a	6	knotControlMagnate.mov 	n/a	n/a	2.0	n/a	64.0	94.0	15.0	15.0604	13.89838
111.40913201	5.0	Instruct	instruct	n/a	5.0	n/a	n/a	n/a	n/a	6	n/a	n/a	n/a	0.0	n/a	n/a	n/a	n/a	n/a	n/a
116.40913201	3.0	Math	arithmetic	1.0	2.6	1.3993	4.0	n/a	n/a	6	0.0	1.0	0.0	1.0	1.0	64.0	113.0	0.0	0.00103201	-0.005923362
119.40963	3.0	Math	arithmetic	1.0	2.6	1.2911	4.0	n/a	n/a	6	1.0	1.0	0.0	2.0	1.0	64.0	116.0	3.0	3.00153	2.994379
122.40852	3.0	Math	arithmetic	1.0	2.6	1.2173	4.0	n/a	n/a	6	1.0	1.0	0.0	3.0	1.0	64.0	119.0	6.0	6.00042	5.992826999999999
125.40872	3.0	Math	arithmetic	1.0	2.6	0.8686	4.0	n/a	n/a	6	1.0	1.0	0.0	4.0	1.0	64.0	122.0	9.0	9.00062	8.993003
128.409	3.0	Math	arithmetic	1.0	2.6	1.6761	4.0	n/a	n/a	6	0.0	1.0	0.0	5.0	1.0	64.0	125.0	12.0	12.0009	11.9926
131.4093	3.0	DigitJudgement	arithmetic	2.0	2.6	0.81184	4.0	n/a	n/a	6	0.0	1.0	0.0	6.0	1.0	64.0	128.0	15.0	15.0012	14.99388
