onset	duration	trial_type	taskName	trialType	trialDur	response_time	blockNum	setSize	possCorr	boldRun	condition	numCorr	numErr	numTrial	respMade	runNum	startTRreal	startTime	startTimeReal	timeOfTR
6.000721896	5.0	Instruct	instruct	n/a	5.0	n/a	n/a	n/a	n/a	6	n/a	n/a	n/a	0.0	n/a	n/a	n/a	n/a	n/a	n/a
11.000721895999998	2.0	WordRead	verbGeneration	2.0	1.6	n/a	1.0	n/a	n/a	6	n/a	n/a	n/a	1.0	n/a	64.0	12.0	0.0	2.1896e-05	-0.002038566
13.000919999999999	2.0	WordRead	verbGeneration	2.0	1.6	n/a	1.0	n/a	n/a	6	n/a	n/a	n/a	2.0	n/a	64.0	14.0	2.0	2.00022	1.998518
15.0008	2.0	WordRead	verbGeneration	2.0	1.6	n/a	1.0	n/a	n/a	6	n/a	n/a	n/a	3.0	n/a	64.0	16.0	4.0	4.0001	3.999056
17.000970000000002	2.0	WordRead	verbGeneration	2.0	1.6	n/a	1.0	n/a	n/a	6	n/a	n/a	n/a	4.0	n/a	64.0	18.0	6.0	6.00027	5.998475
19.001	2.0	WordRead	verbGeneration	2.0	1.6	n/a	1.0	n/a	n/a	6	n/a	n/a	n/a	5.0	n/a	64.0	20.0	8.0	8.0003	7.998497
21.0013	2.0	WordRead	verbGeneration	2.0	1.6	n/a	1.0	n/a	n/a	6	n/a	n/a	n/a	6.0	n/a	64.0	22.0	10.0	10.0006	9.998685
23.0012	2.0	WordRead	verbGeneration	2.0	1.6	n/a	1.0	n/a	n/a	6	n/a	n/a	n/a	7.0	n/a	64.0	24.0	12.0	12.0005	11.99864
25.0016	2.0	WordRead	verbGeneration	2.0	1.6	n/a	1.0	n/a	n/a	6	n/a	n/a	n/a	8.0	n/a	64.0	26.0	14.0	14.0009	13.9992
27.0015	2.0	VerbGen	verbGeneration	1.0	1.6	n/a	1.0	n/a	n/a	6	n/a	n/a	n/a	9.0	n/a	64.0	28.0	16.0	16.0008	15.99904
29.0009	2.0	VerbGen	verbGeneration	1.0	1.6	n/a	1.0	n/a	n/a	6	n/a	n/a	n/a	10.0	n/a	64.0	30.0	18.0	18.0002	17.99955
31.002	2.0	VerbGen	verbGeneration	1.0	1.6	n/a	1.0	n/a	n/a	6	n/a	n/a	n/a	11.0	n/a	64.0	32.0	20.0	20.0013	20.00023
33.0012	2.0	VerbGen	verbGeneration	1.0	1.6	n/a	1.0	n/a	n/a	6	n/a	n/a	n/a	12.0	n/a	64.0	34.0	22.0	22.0005	21.998620000000006
35.0018	2.0	VerbGen	verbGeneration	1.0	1.6	n/a	1.0	n/a	n/a	6	n/a	n/a	n/a	13.0	n/a	64.0	36.0	24.0	24.0011	23.999370000000006
37.001999999999995	2.0	VerbGen	verbGeneration	1.0	1.6	n/a	1.0	n/a	n/a	6	n/a	n/a	n/a	14.0	n/a	64.0	38.0	26.0	26.0013	26.00008
39.0009	2.0	VerbGen	verbGeneration	1.0	1.6	n/a	1.0	n/a	n/a	6	n/a	n/a	n/a	15.0	n/a	64.0	40.0	28.0	28.0002	27.999540000000003
41.13600129	5.0	Instruct	instruct	n/a	5.0	n/a	n/a	n/a	n/a	6	n/a	n/a	n/a	0.0	n/a	n/a	n/a	n/a	n/a	n/a
46.13600129	2.0	SadFaces	emotional	1.0	1.6	0.72426	2.0	n/a	n/a	6	n/a	1.0	0.0	1.0	1.0	64.0	46.0	0.0	0.00955129	-1.0003879999999998
48.12675	2.0	SadFaces	emotional	1.0	1.6	0.6078899999999999	2.0	n/a	n/a	6	n/a	1.0	0.0	2.0	1.0	64.0	48.0	2.0	2.0003	1.999505
50.127	2.0	SadFaces	emotional	1.0	1.6	0.62525	2.0	n/a	n/a	6	n/a	1.0	0.0	3.0	1.0	64.0	50.0	4.0	4.00055	3.999594
52.127320000000005	2.0	HappyFaces	emotional	2.0	1.6	0.7208	2.0	n/a	n/a	6	n/a	1.0	0.0	4.0	1.0	64.0	52.0	6.0	6.00087	6.000237
54.12695	2.0	SadFaces	emotional	1.0	1.6	0.51164	2.0	n/a	n/a	6	n/a	1.0	0.0	5.0	1.0	64.0	54.0	8.0	8.0005	7.999827000000002
56.12695	2.0	HappyFaces	emotional	2.0	1.6	0.52025	2.0	n/a	n/a	6	n/a	1.0	0.0	6.0	1.0	64.0	56.0	10.0	10.0005	9.999793
58.12685	2.0	HappyFaces	emotional	2.0	1.6	0.53659	2.0	n/a	n/a	6	n/a	1.0	0.0	7.0	1.0	64.0	58.0	12.0	12.0004	11.99952
60.12695	2.0	HappyFaces	emotional	2.0	1.6	0.61137	2.0	n/a	n/a	6	n/a	1.0	0.0	8.0	1.0	64.0	60.0	14.0	14.0005	13.99986
62.12735	2.0	SadFaces	emotional	1.0	1.6	0.55623	2.0	n/a	n/a	6	n/a	1.0	0.0	9.0	1.0	64.0	62.0	16.0	16.0009	15.99999
64.12675	2.0	HappyFaces	emotional	2.0	1.6	0.5408	2.0	n/a	n/a	6	n/a	1.0	0.0	10.0	1.0	64.0	64.0	18.0	18.0003	17.99955
66.12655	2.0	SadFaces	emotional	1.0	1.6	0.52598	2.0	n/a	n/a	6	n/a	1.0	0.0	11.0	1.0	64.0	66.0	20.0	20.0001	19.99933
68.12725	2.0	SadFaces	emotional	1.0	1.6	0.52428	2.0	n/a	n/a	6	n/a	1.0	0.0	12.0	1.0	64.0	68.0	22.0	22.0008	22.000120000000006
70.12675	2.0	HappyFaces	emotional	2.0	1.6	0.50071	2.0	n/a	n/a	6	n/a	1.0	0.0	13.0	1.0	64.0	70.0	24.0	24.0003	23.99959
72.12684999999998	2.0	HappyFaces	emotional	2.0	1.6	0.66684	2.0	n/a	n/a	6	n/a	1.0	0.0	14.0	1.0	64.0	72.0	26.0	26.0004	25.99968
74.12705	2.0	SadFaces	emotional	1.0	1.6	0.53252	2.0	n/a	n/a	6	n/a	1.0	0.0	15.0	1.0	64.0	73.0	28.0	28.0006	27.00051
76.09902738900001	5.0	Instruct	instruct	n/a	5.0	n/a	n/a	n/a	n/a	6	n/a	n/a	n/a	0.0	n/a	n/a	n/a	n/a	n/a	n/a
81.09902738900001	15.0	VideoActions	actionObservation	1.0	14.0	n/a	3.0	n/a	n/a	6	knotActionMagnate.mov  	n/a	n/a	1.0	n/a	64.0	79.0	0.0	4.7389e-05	-1.05898
96.13978000000002	15.0	VideoKnots	actionObservation	2.0	14.0	n/a	3.0	n/a	n/a	6	knotControlMagnate.mov 	n/a	n/a	2.0	n/a	64.0	88.0	15.0	15.0408	13.9528
111.205914114	5.0	Instruct	instruct	n/a	5.0	n/a	n/a	n/a	n/a	6	n/a	n/a	n/a	0.0	n/a	n/a	n/a	n/a	n/a	n/a
116.205914114	3.0	Math	arithmetic	1.0	2.6	0.8592	4.0	n/a	n/a	6	0.0	0.0	1.0	1.0	1.0	64.0	106.0	0.0	0.000514114	-0.9980418
119.20643000000001	3.0	Math	arithmetic	1.0	2.6	0.95199	4.0	n/a	n/a	6	1.0	0.0	1.0	2.0	1.0	64.0	109.0	3.0	3.00103	2.002227
122.20566000000001	3.0	Math	arithmetic	1.0	2.6	0.7571399999999999	4.0	n/a	n/a	6	1.0	1.0	0.0	3.0	1.0	64.0	112.0	6.0	6.00026	5.002804
